transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
60661330238,267233,28-02-2013,4,4,2,1033,216.93,2282.93,e-Shop
12241394668,273618,28-02-2013,8,3,2,849,178.29,1876.29,TeleShop
59706590065,268327,28-02-2013,4,2,3,266,83.79,881.79,TeleShop
34152951993,271251,28-02-2013,1,1,5,1409,739.725,7784.725,Flagship store
27519215210,270929,28-02-2013,8,3,5,159,83.475,878.475,e-Shop
8959366903,272803,28-02-2013,3,2,-3,-780,245.7,-2585.7,TeleShop
22522867791,269168,28-02-2013,9,3,4,916,384.72,4048.72,e-Shop
32496180247,273372,28-02-2013,4,4,1,1058,111.09,1169.09,TeleShop
11744618530,269799,28-02-2013,1,2,4,1229,516.18,5432.18,MBR
91610903734,268663,28-02-2013,1,1,2,1129,237.09,2495.09,e-Shop
84999530297,272494,28-02-2013,4,3,-2,-1170,245.7,-2585.7,e-Shop
74616656131,271530,28-02-2013,11,5,3,777,244.755,2575.755,MBR
72598209900,270880,28-02-2013,6,5,2,1198,251.58,2647.58,e-Shop
71793238090,269848,28-02-2013,10,5,1,1083,113.715,1196.715,e-Shop
17705512453,268945,27-02-2013,11,6,1,922,96.81,1018.81,e-Shop
60798324316,269839,27-02-2013,7,5,5,1278,670.95,7060.95,e-Shop
48712772488,274679,27-02-2013,4,2,5,934,490.35,5160.35,Flagship store
34149132765,273250,27-02-2013,10,3,3,469,147.735,1554.735,Flagship store
33364970580,269677,27-02-2013,10,3,1,1469,154.245,1623.245,Flagship store
55176124310,269273,27-02-2013,4,1,2,951,199.71,2101.71,MBR
84543645821,268660,27-02-2013,10,3,5,817,428.925,4513.925,e-Shop
86472659555,271383,27-02-2013,1,4,1,783,82.215,865.215,MBR
91283781738,267293,27-02-2013,1,2,4,1204,505.68,5321.68,e-Shop
68669832210,267918,27-02-2013,9,3,5,256,134.4,1414.4,MBR
97912074942,267517,27-02-2013,11,6,1,1177,123.585,1300.585,Flagship store
69831028147,273310,27-02-2013,10,6,-3,-438,137.97,-1451.97,Flagship store
90881527691,274632,27-02-2013,8,3,4,978,410.76,4322.76,Flagship store
90033930862,271306,27-02-2013,3,2,3,509,160.335,1687.335,e-Shop
84825908495,269821,27-02-2013,4,3,1,1176,123.48,1299.48,e-Shop
89172283224,271379,27-02-2013,9,3,-2,-1355,284.55,-2994.55,TeleShop
26013737899,267180,26-02-2013,4,4,3,231,72.765,765.765,e-Shop
47005451805,271306,26-02-2013,3,1,3,724,228.06,2400.06,e-Shop
1167308476,267042,26-02-2013,11,5,1,117,12.285,129.285,TeleShop
8959366903,272803,26-02-2013,3,2,3,780,245.7,2585.7,TeleShop
12161144135,273699,26-02-2013,5,3,-2,-643,135.03,-1421.03,Flagship store
7539534170,274426,26-02-2013,3,1,3,534,168.21,1770.21,e-Shop
30979811939,269893,26-02-2013,12,5,4,235,98.7,1038.7,Flagship store
51159954608,275257,26-02-2013,1,2,5,1386,727.65,7657.65,MBR
62529692871,268545,26-02-2013,11,6,3,1414,445.41,4687.41,e-Shop
34619519039,266810,26-02-2013,7,5,4,1374,577.08,6073.08,e-Shop
53996484641,269767,26-02-2013,3,2,-1,-1135,119.175,-1254.175,MBR
78187660976,268014,26-02-2013,1,2,1,1146,120.33,1266.33,e-Shop
83997358852,270447,26-02-2013,11,6,2,298,62.58,658.58,e-Shop
87686858823,267697,26-02-2013,1,1,3,1466,461.79,4859.79,e-Shop
47871801825,273553,25-02-2013,4,4,4,1194,501.48,5277.48,Flagship store
5931509171,273910,25-02-2013,3,1,2,798,167.58,1763.58,Flagship store
47874384915,268904,25-02-2013,1,1,5,985,517.125,5442.125,TeleShop
29669558758,272243,25-02-2013,7,5,5,330,173.25,1823.25,e-Shop
17257321352,271707,25-02-2013,5,3,2,242,50.82,534.82,e-Shop
45044484645,269320,25-02-2013,8,3,4,752,315.84,3323.84,MBR
59130082479,273709,25-02-2013,9,3,2,1228,257.88,2713.88,MBR
12161144135,273699,25-02-2013,5,3,2,643,135.03,1421.03,Flagship store
50105761496,267307,25-02-2013,4,4,1,1043,109.515,1152.515,Flagship store
40454259167,272075,25-02-2013,4,1,1,1339,140.595,1479.595,e-Shop
4239954799,272982,25-02-2013,7,5,5,799,419.475,4414.475,e-Shop
25914532532,270419,25-02-2013,1,4,1,941,98.805,1039.805,MBR
73210197785,274487,25-02-2013,3,5,5,1431,751.275,7906.275,MBR
94029776096,272442,25-02-2013,3,2,3,143,45.045,474.045,e-Shop
86200281159,271188,25-02-2013,5,3,5,341,179.025,1884.025,Flagship store
99904444221,267348,25-02-2013,3,5,4,213,89.46,941.46,TeleShop
78931050187,272672,25-02-2013,1,2,5,675,354.375,3729.375,Flagship store
45725607812,274849,24-02-2013,10,5,3,343,108.045,1137.045,MBR
58428592360,273490,24-02-2013,4,3,1,477,50.085,527.085,e-Shop
42765042470,274791,24-02-2013,9,3,2,1443,303.03,3189.03,e-Shop
39273666141,271042,24-02-2013,3,2,1,795,83.475,878.475,TeleShop
35140116580,267664,24-02-2013,4,4,3,1042,328.23,3454.23,e-Shop
51848243733,269879,24-02-2013,12,6,3,868,273.42,2877.42,Flagship store
53475647058,272529,24-02-2013,11,6,-3,-452,142.38,-1498.38,Flagship store
40549890164,268026,24-02-2013,6,5,1,964,101.22,1065.22,Flagship store
26604316304,267877,24-02-2013,11,5,1,760,79.8,839.8,MBR
8869805024,266866,24-02-2013,1,1,2,832,174.72,1838.72,e-Shop
33678116698,268741,24-02-2013,1,4,5,337,176.925,1861.925,e-Shop
99803153703,269683,24-02-2013,12,6,5,1237,649.425,6834.425,e-Shop
98127656972,268887,24-02-2013,4,1,2,1297,272.37,2866.37,TeleShop
84999530297,272494,24-02-2013,4,3,2,1170,245.7,2585.7,e-Shop
86164054549,271821,24-02-2013,12,5,1,1371,143.955,1514.955,e-Shop
56196610609,274118,23-02-2013,10,3,3,584,183.96,1935.96,TeleShop
42760127896,268727,23-02-2013,3,1,-5,-868,455.7,-4795.7,MBR
21491560670,275120,23-02-2013,9,3,3,632,199.08,2095.08,e-Shop
934556393,274755,23-02-2013,2,6,2,1385,290.85,3060.85,TeleShop
25018891239,274415,23-02-2013,11,5,2,814,170.94,1798.94,MBR
47211541149,267594,23-02-2013,3,2,1,1301,136.605,1437.605,TeleShop
56454358498,274914,23-02-2013,2,6,5,1373,720.825,7585.825,e-Shop
3129347645,268767,23-02-2013,1,4,5,642,337.05,3547.05,Flagship store
46299835210,273634,23-02-2013,10,5,4,1091,458.22,4822.22,e-Shop
48591559531,271323,23-02-2013,4,1,4,1117,469.14,4937.14,e-Shop
60338307077,266810,23-02-2013,12,6,2,572,120.12,1264.12,e-Shop
7709432812,271772,23-02-2013,9,3,2,1148,241.08,2537.08,e-Shop
51853371595,270699,23-02-2013,1,4,2,1476,309.96,3261.96,e-Shop
76119021109,273821,23-02-2013,2,6,5,294,154.35,1624.35,e-Shop
85029727036,268089,23-02-2013,12,6,1,221,23.205,244.205,e-Shop
89172283224,271379,23-02-2013,9,3,2,1355,284.55,2994.55,TeleShop
64967141214,267812,23-02-2013,9,3,-3,-481,151.515,-1594.515,TeleShop
69226493577,269798,23-02-2013,11,6,2,466,97.86,1029.86,TeleShop
90562061384,266809,23-02-2013,3,2,1,1087,114.135,1201.135,e-Shop
66077075242,273381,23-02-2013,9,3,4,1071,449.82,4733.82,MBR
80639605184,273223,23-02-2013,4,1,4,798,335.16,3527.16,e-Shop
96783890035,271549,23-02-2013,10,6,5,1264,663.6,6983.6,TeleShop
69820664523,272128,23-02-2013,3,2,2,162,34.02,358.02,TeleShop
77014284094,271139,23-02-2013,3,1,2,1383,290.43,3056.43,Flagship store
96765763167,272043,23-02-2013,11,6,3,1440,453.6,4773.6,Flagship store
47647755212,274412,22-02-2013,2,6,1,598,62.79,660.79,Flagship store
3917451932,267045,22-02-2013,1,2,3,1151,362.565,3815.565,Flagship store
31063483644,274110,22-02-2013,1,4,2,474,99.54,1047.54,MBR
6170651029,271400,22-02-2013,11,5,4,776,325.92,3429.92,MBR
42596925041,271914,22-02-2013,12,6,3,759,239.085,2516.085,e-Shop
54317842130,270313,22-02-2013,12,6,2,697,146.37,1540.37,MBR
34467826150,274189,22-02-2013,11,5,-4,-681,286.02,-3010.02,Flagship store
59776588144,269718,22-02-2013,2,6,4,1288,540.96,5692.96,MBR
52385306358,269536,22-02-2013,3,1,3,1234,388.71,4090.71,e-Shop
28199304211,268329,22-02-2013,10,3,2,1397,293.37,3087.37,TeleShop
88721742167,273167,22-02-2013,7,5,5,1411,740.775,7795.775,MBR
82133810923,267358,22-02-2013,5,3,3,477,150.255,1581.255,e-Shop
91357810389,271177,22-02-2013,3,1,1,825,86.625,911.625,MBR
64447757300,273952,22-02-2013,10,6,1,618,64.89,682.89,TeleShop
65595479642,274886,22-02-2013,10,3,5,387,203.175,2138.175,e-Shop
70705216039,270256,22-02-2013,3,2,1,485,50.925,535.925,TeleShop
76768790910,267701,22-02-2013,10,5,1,1062,111.51,1173.51,TeleShop
20197321829,272441,21-02-2013,2,6,4,257,107.94,1135.94,MBR
56270068998,268751,21-02-2013,11,5,3,929,292.635,3079.635,Flagship store
61947203641,272911,21-02-2013,9,3,5,980,514.5,5414.5,e-Shop
37275761955,272554,21-02-2013,3,5,5,182,95.55,1005.55,MBR
5736257269,269873,21-02-2013,12,6,4,1486,624.12,6568.12,Flagship store
36724419764,271961,21-02-2013,7,5,4,402,168.84,1776.84,TeleShop
14141098432,266806,21-02-2013,2,6,3,1141,359.415,3782.415,Flagship store
28483619475,270803,21-02-2013,4,1,5,1492,783.3,8243.3,e-Shop
55884618731,271832,21-02-2013,12,6,5,1253,657.825,6922.825,TeleShop
8578059903,267716,21-02-2013,11,6,2,1451,304.71,3206.71,e-Shop
27818792907,271910,21-02-2013,1,2,4,653,274.26,2886.26,Flagship store
14220613111,271137,21-02-2013,8,3,-3,-1089,343.035,-3610.035,Flagship store
37164633957,270071,21-02-2013,7,5,1,788,82.74,870.74,MBR
9961299502,267134,21-02-2013,9,3,3,515,162.225,1707.225,TeleShop
74595273885,273071,21-02-2013,12,6,1,252,26.46,278.46,Flagship store
65339110599,272634,21-02-2013,6,5,1,754,79.17,833.17,TeleShop
72191289110,272546,21-02-2013,5,3,2,1391,292.11,3074.11,e-Shop
71220081483,275218,21-02-2013,3,2,4,1107,464.94,4892.94,MBR
5855809093,274096,20-02-2013,12,5,1,599,62.895,661.895,Flagship store
59570732536,269479,20-02-2013,3,5,4,257,107.94,1135.94,e-Shop
17512317731,268301,20-02-2013,10,3,4,531,223.02,2347.02,e-Shop
39863996693,267827,20-02-2013,1,4,5,1209,634.725,6679.725,Flagship store
11419060832,272091,20-02-2013,1,2,1,802,84.21,886.21,MBR
41985970688,270419,20-02-2013,4,1,3,436,137.34,1445.34,MBR
21960099793,267550,20-02-2013,5,3,4,1236,519.12,5463.12,Flagship store
46074905777,268984,20-02-2013,3,1,-5,-87,45.675,-480.675,Flagship store
42760127896,268727,20-02-2013,3,1,5,868,455.7,4795.7,MBR
8410316370,266783,20-02-2013,4,1,1,869,91.245,960.245,e-Shop
42123747546,272696,20-02-2013,3,2,3,717,225.855,2376.855,e-Shop
60707272899,272848,20-02-2013,12,5,3,867,273.105,2874.105,e-Shop
75903924112,272482,20-02-2013,3,2,4,863,362.46,3814.46,e-Shop
98640635551,270261,20-02-2013,3,2,1,1206,126.63,1332.63,Flagship store
84860687371,274303,20-02-2013,11,5,5,318,166.95,1756.95,e-Shop
82659822244,273873,20-02-2013,2,6,4,678,284.76,2996.76,TeleShop
64967141214,267812,20-02-2013,9,3,3,481,151.515,1594.515,TeleShop
66079914344,274727,20-02-2013,6,5,5,1026,538.65,5668.65,e-Shop
80319467948,272797,20-02-2013,8,3,4,1365,573.3,6033.3,Flagship store
99016788469,274533,20-02-2013,4,3,4,1017,427.14,4495.14,e-Shop
94905525426,271195,20-02-2013,3,1,5,1206,633.15,6663.15,e-Shop
69831028147,273310,20-02-2013,10,6,3,438,137.97,1451.97,Flagship store
99707518697,275139,20-02-2013,4,3,5,122,64.05,674.05,e-Shop
52620259195,267738,19-02-2013,10,6,3,1141,359.415,3782.415,e-Shop
49994778767,267622,19-02-2013,7,5,-4,-215,90.3,-950.3,e-Shop
28540937320,270374,19-02-2013,3,1,2,525,110.25,1160.25,e-Shop
38658237530,269999,19-02-2013,4,4,1,699,73.395,772.395,e-Shop
42998983589,267980,19-02-2013,6,5,5,1299,681.975,7176.975,e-Shop
7138782044,272907,19-02-2013,10,6,-5,-271,142.275,-1497.275,TeleShop
19748118078,274788,19-02-2013,3,2,5,452,237.3,2497.3,MBR
13667890829,268522,19-02-2013,9,3,2,1482,311.22,3275.22,MBR
53996484641,269767,19-02-2013,3,2,1,1135,119.175,1254.175,MBR
15927766238,271304,19-02-2013,2,6,3,1424,448.56,4720.56,TeleShop
86860560878,268612,19-02-2013,10,6,3,852,268.38,2824.38,e-Shop
83433524708,271245,19-02-2013,1,1,2,672,141.12,1485.12,MBR
98786406621,275143,19-02-2013,3,1,1,342,35.91,377.91,e-Shop
96033195981,266835,19-02-2013,4,3,3,214,67.41,709.41,Flagship store
82863091314,273199,19-02-2013,8,3,5,997,523.425,5508.425,Flagship store
67643364186,273484,19-02-2013,10,6,-1,-1315,138.075,-1453.075,TeleShop
58685705068,271346,18-02-2013,11,6,5,107,56.175,591.175,e-Shop
25403716926,275063,18-02-2013,4,2,2,1162,244.02,2568.02,e-Shop
9251768292,271762,18-02-2013,11,6,4,885,371.7,3911.7,Flagship store
38665415188,272264,18-02-2013,10,6,4,722,303.24,3191.24,MBR
41413684529,271304,18-02-2013,2,6,4,664,278.88,2934.88,MBR
56810733646,269655,18-02-2013,1,1,3,557,175.455,1846.455,Flagship store
4383387252,273500,18-02-2013,4,3,3,266,83.79,881.79,TeleShop
7429804073,274813,18-02-2013,4,2,2,1142,239.82,2523.82,MBR
32753064095,274693,18-02-2013,4,2,-1,-779,81.795,-860.795,TeleShop
50693047176,267499,18-02-2013,3,2,-2,-212,44.52,-468.52,Flagship store
22970014465,274237,18-02-2013,4,2,2,190,39.9,419.9,Flagship store
19245716459,271207,18-02-2013,3,1,2,1477,310.17,3264.17,Flagship store
96208096382,273267,18-02-2013,12,5,4,518,217.56,2289.56,Flagship store
89460954424,270613,18-02-2013,12,6,3,1406,442.89,4660.89,TeleShop
85587435209,273444,18-02-2013,10,3,3,1205,379.575,3994.575,MBR
94257807642,273329,18-02-2013,3,5,1,851,89.355,940.355,Flagship store
87344278535,267061,18-02-2013,5,3,4,1083,454.86,4786.86,Flagship store
97458267695,269874,18-02-2013,12,5,1,1284,134.82,1418.82,e-Shop
27943222808,271288,17-02-2013,1,2,3,544,171.36,1803.36,e-Shop
51594107434,273302,17-02-2013,11,5,4,332,139.44,1467.44,e-Shop
34467826150,274189,17-02-2013,11,5,4,681,286.02,3010.02,Flagship store
28358297523,272639,17-02-2013,2,6,4,874,367.08,3863.08,e-Shop
43772945178,274814,17-02-2013,12,5,2,605,127.05,1337.05,e-Shop
10317439639,271059,17-02-2013,4,4,5,1142,599.55,6309.55,Flagship store
3203747461,269008,17-02-2013,1,1,2,1365,286.65,3016.65,e-Shop
14220613111,271137,17-02-2013,8,3,3,1089,343.035,3610.035,Flagship store
32092516883,274788,17-02-2013,4,4,5,1359,713.475,7508.475,e-Shop
14556383209,267045,17-02-2013,4,1,-5,-1125,590.625,-6215.625,TeleShop
37081605307,269923,17-02-2013,4,2,4,110,46.2,486.2,e-Shop
34245128819,268430,17-02-2013,1,1,1,971,101.955,1072.955,Flagship store
79740955540,272436,17-02-2013,9,3,2,891,187.11,1969.11,TeleShop
97360693683,267651,17-02-2013,4,2,2,493,103.53,1089.53,MBR
72951519217,271762,17-02-2013,1,2,5,1251,656.775,6911.775,Flagship store
70274358278,273495,17-02-2013,10,3,1,1012,106.26,1118.26,MBR
65461137226,269000,17-02-2013,4,1,5,684,359.1,3779.1,TeleShop
81636321076,274099,17-02-2013,10,5,2,569,119.49,1257.49,TeleShop
7770860976,266956,16-02-2013,12,6,4,834,350.28,3686.28,Flagship store
54006364065,273123,16-02-2013,11,6,1,618,64.89,682.89,TeleShop
22478094831,268712,16-02-2013,12,6,1,1432,150.36,1582.36,TeleShop
31927324093,275162,16-02-2013,11,5,5,96,50.4,530.4,Flagship store
57799552091,266901,16-02-2013,3,5,2,948,199.08,2095.08,e-Shop
48623868343,274195,16-02-2013,1,2,3,893,281.295,2960.295,MBR
31497857645,270113,16-02-2013,3,1,1,496,52.08,548.08,e-Shop
50693047176,267499,16-02-2013,3,2,2,212,44.52,468.52,Flagship store
31124305218,271191,16-02-2013,1,4,4,738,309.96,3261.96,MBR
56098199475,270349,16-02-2013,1,4,-2,-1010,212.1,-2232.1,e-Shop
40249088973,269304,16-02-2013,1,4,4,486,204.12,2148.12,e-Shop
20778215841,268909,16-02-2013,4,2,4,86,36.12,380.12,TeleShop
32753064095,274693,16-02-2013,4,2,1,779,81.795,860.795,TeleShop
46384532177,269020,16-02-2013,11,6,4,780,327.6,3447.6,MBR
33420605144,271703,16-02-2013,7,5,4,258,108.36,1140.36,e-Shop
89203065847,271293,16-02-2013,2,6,5,1483,778.575,8193.575,MBR
72053831532,274981,16-02-2013,12,6,1,1081,113.505,1194.505,TeleShop
85012454766,273487,16-02-2013,4,1,-3,-708,223.02,-2347.02,e-Shop
96514202953,267092,16-02-2013,1,1,1,823,86.415,909.415,TeleShop
67523124933,270188,16-02-2013,4,1,5,1410,740.25,7790.25,Flagship store
91012090718,273536,16-02-2013,3,1,1,1247,130.935,1377.935,e-Shop
91014369733,270151,16-02-2013,3,5,1,1214,127.47,1341.47,Flagship store
65240172062,267646,16-02-2013,3,5,-3,-251,79.065,-832.065,e-Shop
68263309502,273916,16-02-2013,12,5,1,807,84.735,891.735,Flagship store
86396494974,268603,16-02-2013,1,4,4,212,89.04,937.04,e-Shop
54140070918,267594,15-02-2013,6,5,1,1471,154.455,1625.455,MBR
18861476817,270584,15-02-2013,3,1,1,792,83.16,875.16,TeleShop
10178888029,269051,15-02-2013,1,2,5,207,108.675,1143.675,TeleShop
55390462245,269721,15-02-2013,6,5,5,1457,764.925,8049.925,e-Shop
28791031447,269008,15-02-2013,6,5,1,1266,132.93,1398.93,e-Shop
53475647058,272529,15-02-2013,11,6,3,452,142.38,1498.38,Flagship store
29768634812,268847,15-02-2013,1,4,1,1072,112.56,1184.56,e-Shop
9560157329,267557,15-02-2013,12,5,5,591,310.275,3265.275,TeleShop
38697033039,268021,15-02-2013,1,4,2,1166,244.86,2576.86,e-Shop
40241299251,270144,15-02-2013,10,5,1,116,12.18,128.18,e-Shop
25453458314,273922,15-02-2013,4,1,-1,-973,102.165,-1075.165,e-Shop
38852817882,268251,15-02-2013,10,6,1,870,91.35,961.35,Flagship store
50802658811,267759,15-02-2013,3,1,1,322,33.81,355.81,Flagship store
52800326667,270947,15-02-2013,11,6,4,950,399,4199,MBR
55298589937,269533,15-02-2013,7,5,3,1305,411.075,4326.075,e-Shop
56660297783,272817,15-02-2013,4,3,2,1347,282.87,2976.87,Flagship store
2169313438,267208,15-02-2013,10,3,4,234,98.28,1034.28,MBR
27056762796,273717,15-02-2013,12,6,1,1091,114.555,1205.555,TeleShop
94567169838,268581,15-02-2013,1,4,2,1175,246.75,2596.75,e-Shop
78082854165,267642,15-02-2013,11,6,1,320,33.6,353.6,e-Shop
92886388786,269060,15-02-2013,3,5,4,651,273.42,2877.42,Flagship store
23346314009,272324,14-02-2013,4,3,2,1047,219.87,2313.87,Flagship store
25967306008,267051,14-02-2013,4,4,1,292,30.66,322.66,Flagship store
7138782044,272907,14-02-2013,10,6,5,271,142.275,1497.275,TeleShop
62025530269,274367,14-02-2013,4,2,4,1079,453.18,4769.18,Flagship store
23692698818,268590,14-02-2013,4,4,5,922,484.05,5094.05,e-Shop
54640077867,272525,14-02-2013,12,6,3,861,271.215,2854.215,e-Shop
28647330731,273574,14-02-2013,10,5,4,1256,527.52,5551.52,MBR
41999200228,274072,14-02-2013,12,5,1,1303,136.815,1439.815,TeleShop
51315824694,274592,14-02-2013,10,6,3,693,218.295,2297.295,e-Shop
23444331258,272415,14-02-2013,4,2,1,96,10.08,106.08,Flagship store
37385034563,269245,14-02-2013,12,6,2,771,161.91,1703.91,TeleShop
83396318537,267711,14-02-2013,4,3,2,1030,216.3,2276.3,e-Shop
73733080576,267125,14-02-2013,3,2,3,889,280.035,2947.035,e-Shop
71509145692,272910,14-02-2013,3,1,3,1130,355.95,3745.95,MBR
63210996773,269589,14-02-2013,12,6,1,263,27.615,290.615,TeleShop
79594547912,268729,14-02-2013,10,3,3,1176,370.44,3898.44,e-Shop
91894912447,270638,14-02-2013,4,4,1,75,7.875,82.875,Flagship store
79299538935,273052,14-02-2013,1,1,3,536,168.84,1776.84,e-Shop
91729177893,269098,14-02-2013,4,4,1,336,35.28,371.28,Flagship store
20230888588,274724,13-02-2013,11,5,-4,-901,378.42,-3982.42,TeleShop
58125944124,268436,13-02-2013,1,1,2,627,131.67,1385.67,MBR
12852573765,267649,13-02-2013,4,3,4,329,138.18,1454.18,MBR
12457102855,272124,13-02-2013,7,5,1,336,35.28,371.28,TeleShop
31999729972,273652,13-02-2013,1,1,1,1206,126.63,1332.63,Flagship store
55628652851,272924,13-02-2013,10,3,1,462,48.51,510.51,e-Shop
25195156227,272344,13-02-2013,3,1,1,1222,128.31,1350.31,TeleShop
25353683669,268160,13-02-2013,10,6,-5,-116,60.9,-640.9,MBR
31333570023,271729,13-02-2013,10,3,2,1304,273.84,2881.84,TeleShop
28820931614,267000,13-02-2013,5,3,5,1287,675.675,7110.675,Flagship store
64908614797,268571,13-02-2013,1,1,1,926,97.23,1023.23,e-Shop
96591948815,268524,13-02-2013,10,5,2,995,208.95,2198.95,MBR
72638047851,266785,13-02-2013,1,2,5,412,216.3,2276.3,Flagship store
88302929093,272354,13-02-2013,10,5,3,1465,461.475,4856.475,e-Shop
72395952384,274236,13-02-2013,11,5,5,635,333.375,3508.375,MBR
69043256077,273562,13-02-2013,11,6,5,1118,586.95,6176.95,e-Shop
66416672029,271863,13-02-2013,12,6,1,1493,156.765,1649.765,TeleShop
42964360626,268354,12/2/2013,6,5,-5,-289,151.725,-1596.725,Flagship store
14475540765,270371,12/2/2013,4,1,2,1076,225.96,2377.96,TeleShop
28462577816,270831,12/2/2013,3,1,3,1324,417.06,4389.06,e-Shop
2440778519,273162,12/2/2013,3,2,1,877,92.085,969.085,e-Shop
23558616247,270145,12/2/2013,1,1,-1,-886,93.03,-979.03,Flagship store
18315762824,267784,12/2/2013,4,4,5,821,431.025,4536.025,e-Shop
39781364281,270672,12/2/2013,9,3,-2,-815,171.15,-1801.15,Flagship store
26416964069,270029,12/2/2013,5,3,2,348,73.08,769.08,e-Shop
63264180605,268203,12/2/2013,12,5,2,1199,251.79,2649.79,e-Shop
89955475734,273647,12/2/2013,4,3,4,988,414.96,4366.96,e-Shop
76539738174,273143,12/2/2013,10,5,2,916,192.36,2024.36,TeleShop
81042386715,271821,12/2/2013,12,6,4,622,261.24,2749.24,e-Shop
76199289883,270403,12/2/2013,12,6,2,877,184.17,1938.17,e-Shop
89000309020,266788,12/2/2013,1,2,1,1188,124.74,1312.74,e-Shop
93447895641,270632,12/2/2013,12,5,5,606,318.15,3348.15,e-Shop
75919069763,273575,12/2/2013,4,4,5,1188,623.7,6563.7,e-Shop
96978326521,270005,12/2/2013,9,3,3,1275,401.625,4226.625,e-Shop
64741575423,270316,12/2/2013,12,5,4,907,380.94,4008.94,e-Shop
66726705103,268470,12/2/2013,4,2,3,468,147.42,1551.42,Flagship store
13380303561,272383,11/2/2013,1,4,3,1487,468.405,4929.405,e-Shop
52382918367,274542,11/2/2013,10,5,4,1360,571.2,6011.2,TeleShop
9377635464,270857,11/2/2013,3,2,4,784,329.28,3465.28,e-Shop
26152575049,268692,11/2/2013,12,5,3,1358,427.77,4501.77,Flagship store
6879043752,271707,11/2/2013,2,6,3,410,129.15,1359.15,Flagship store
52715078274,270607,11/2/2013,3,5,-2,-592,124.32,-1308.32,MBR
37808321967,268345,11/2/2013,12,5,4,289,121.38,1277.38,Flagship store
24415755918,271122,11/2/2013,4,4,5,295,154.875,1629.875,Flagship store
56098199475,270349,11/2/2013,1,4,2,1010,212.1,2232.1,e-Shop
54155930549,269843,11/2/2013,1,1,1,1043,109.515,1152.515,Flagship store
46074905777,268984,11/2/2013,3,1,5,87,45.675,480.675,Flagship store
14556383209,267045,11/2/2013,4,1,5,1125,590.625,6215.625,TeleShop
6044830354,273487,11/2/2013,8,3,2,290,60.9,640.9,e-Shop
24680941257,267293,11/2/2013,10,6,4,283,118.86,1250.86,e-Shop
59293287416,270292,11/2/2013,4,3,2,201,42.21,444.21,Flagship store
82047927723,267989,11/2/2013,12,5,-3,-217,68.355,-719.355,Flagship store
67639106893,274295,11/2/2013,9,3,1,1070,112.35,1182.35,e-Shop
71252805645,273833,11/2/2013,1,2,4,659,276.78,2912.78,MBR
85247969409,274215,11/2/2013,9,3,5,1431,751.275,7906.275,Flagship store
99407693794,266978,11/2/2013,7,5,1,318,33.39,351.39,TeleShop
49212082462,270964,10/2/2013,6,5,5,793,416.325,4381.325,e-Shop
8903147522,267653,10/2/2013,8,3,4,1260,529.2,5569.2,MBR
45054465160,267906,10/2/2013,12,5,1,1429,150.045,1579.045,Flagship store
61683134087,272803,10/2/2013,1,2,2,966,202.86,2134.86,e-Shop
58823068813,270798,10/2/2013,7,5,3,494,155.61,1637.61,TeleShop
42031115077,268453,10/2/2013,4,3,1,966,101.43,1067.43,e-Shop
59335498369,274086,10/2/2013,4,3,2,153,32.13,338.13,e-Shop
17820121675,272364,10/2/2013,2,6,1,790,82.95,872.95,e-Shop
57914579911,270905,10/2/2013,3,5,3,165,51.975,546.975,Flagship store
6777856028,266891,10/2/2013,4,2,5,576,302.4,3182.4,MBR
49994778767,267622,10/2/2013,7,5,4,215,90.3,950.3,e-Shop
45530328262,269790,10/2/2013,2,6,1,304,31.92,335.92,MBR
87448788825,271972,10/2/2013,1,1,1,149,15.645,164.645,MBR
64734204328,266950,10/2/2013,5,3,3,1169,368.235,3875.235,e-Shop
82258282007,274767,10/2/2013,11,6,-1,-1081,113.505,-1194.505,TeleShop
86417731907,272555,10/2/2013,4,3,2,1481,311.01,3273.01,e-Shop
21506176510,273186,9/2/2013,2,6,3,1427,449.505,4730.505,Flagship store
61384906733,273230,9/2/2013,12,6,3,1077,339.255,3570.255,e-Shop
27833907058,272726,9/2/2013,4,3,2,801,168.21,1770.21,e-Shop
50965745516,267943,9/2/2013,11,6,1,879,92.295,971.295,TeleShop
16999552161,266783,9/2/2013,10,5,2,835,175.35,1845.35,e-Shop
23916816961,273541,9/2/2013,7,5,4,410,172.2,1812.2,e-Shop
37642544565,269080,9/2/2013,4,3,5,1468,770.7,8110.7,e-Shop
45031528492,272386,9/2/2013,1,1,4,762,320.04,3368.04,MBR
45016751895,268991,9/2/2013,10,6,-1,-834,87.57,-921.57,Flagship store
6685170093,273465,9/2/2013,11,6,5,868,455.7,4795.7,e-Shop
84127708353,272998,9/2/2013,4,1,5,985,517.125,5442.125,Flagship store
87941555371,273917,9/2/2013,5,3,2,1421,298.41,3140.41,e-Shop
67643364186,273484,9/2/2013,10,6,1,1315,138.075,1453.075,TeleShop
82901713414,269913,9/2/2013,4,3,3,1485,467.775,4922.775,Flagship store
70207585262,270558,9/2/2013,1,2,4,1182,496.44,5224.44,e-Shop
75727203391,271905,9/2/2013,5,3,-4,-913,383.46,-4035.46,e-Shop
36565482040,270319,8/2/2013,4,2,4,792,332.64,3500.64,TeleShop
40584690615,267330,8/2/2013,5,3,4,527,221.34,2329.34,MBR
